866	0	5
904	0	5
47	0	5
105	0	5
158	0	5
176	0	5
577	0	5
607	0	5
124	0	5
729	0	5
218	0	5
390	0	5
25	0	5
566	0	5
584	0	5
48	0	5
913	0	5
676	0	5
831	0	5
264	0	5
823	0	5
878	0	5
143	0	5
350	0	5
827	0	5
864	0	5
361	0	5
399	0	5
251	0	5
872	0	5
243	0	5
95	0	5
889	0	5
521	0	5
294	0	5
458	0	5
631	0	5
419	0	5
722	0	5
309	0	5
568	0	5
452	0	5
347	0	5
171	0	5
305	0	5
288	0	5
438	0	5
518	0	5
850	0	5
595	0	5
601	0	5
623	0	5
971	0	5
659	0	5
420	0	5
705	0	5
395	0	5
544	0	5
308	0	5
995	0	5
772	0	5
977	0	5
652	0	5
700	0	5
804	0	5
531	0	5
714	0	5
128	0	5
921	0	5
338	0	5
515	0	5
540	0	5
284	0	5
429	0	5
102	0	5
256	0	5
805	0	5
554	0	5
237	0	5
292	0	5
432	0	5
68	0	5
239	0	5
450	0	5
593	0	5
901	0	5
907	0	5
708	0	5
763	0	5
136	0	5
972	0	5
849	0	5
988	0	5
111	0	5
42	0	5
199	0	5
969	0	5
106	0	5
13	0	5
808	0	5
336	0	5
198	0	5
522	0	5
730	0	5
94	0	5
372	0	5
681	0	5
463	0	5
481	0	5
104	0	5
666	0	5
304	0	5
999	0	5
205	0	5
739	0	5
126	0	5
918	0	5
981	0	5
349	0	5
227	0	5
865	0	5
809	0	5
569	0	5
698	0	5
667	0	5
78	0	5
825	0	5
994	0	5
156	0	5
832	0	5
987	0	5
912	0	5
191	0	5
916	0	5
664	0	5
426	0	5
312	0	5
642	0	5
820	0	5
488	0	5
85	0	5
627	0	5
165	0	5
387	0	5
923	0	5
549	0	5
169	0	5
564	0	5
618	0	5
26	0	5
687	0	5
648	0	5
276	0	5
217	0	5
487	0	5
634	0	5
894	0	5
622	0	5
123	0	5
206	0	5
703	0	5
570	0	5
71	0	5
113	0	5
822	0	5
192	0	5
751	0	5
538	0	5
172	0	5
756	0	5
965	0	5
231	0	5
379	0	5
447	0	5
579	0	5
392	0	5
668	0	5
688	0	5
962	0	5
27	0	5
75	0	5
992	0	5
63	0	5
713	0	5
608	0	5
871	0	5
246	0	5
550	0	5
976	0	5
793	0	5
186	0	5
241	0	5
129	0	5
769	0	5
957	0	5
436	0	5
212	0	5
393	0	5
782	0	5
486	0	5
504	0	5
410	0	5
796	0	5
194	0	5
340	0	5
384	0	5
262	0	5
31	0	5
585	0	5
764	0	5
669	0	6
773	0	6
51	0	6
505	0	6
14	0	6
277	0	6
162	0	6
313	0	6
845	0	6
919	0	6
810	0	6
824	0	6
485	0	6
509	0	6
174	0	6
520	0	6
93	0	6
121	0	6
523	0	6
677	0	6
328	0	6
467	0	6
780	0	6
598	0	6
209	0	6
861	0	6
440	0	6
424	0	6
79	0	6
740	0	6
272	0	6
302	0	6
258	0	6
407	0	6
439	0	6
383	0	6
316	0	6
492	0	6
790	0	6
261	0	6
734	0	6
8	0	6
906	0	6
29	0	6
641	0	6
514	0	6
673	0	6
840	0	6
501	0	6
945	0	6
576	0	6
332	0	6
278	0	6
778	0	6
589	0	6
112	0	6
556	0	6
160	0	6
147	0	6
161	0	6
166	0	6
259	0	6
748	0	6
249	0	6
152	0	6
636	0	6
513	0	6
366	0	6
159	0	6
600	0	6
597	0	6
23	0	6
334	0	6
323	0	6
586	0	6
925	0	6
311	0	6
248	0	6
910	0	6
412	0	6
369	0	6
653	0	6
680	0	6
306	0	6
255	0	6
208	0	6
98	0	6
133	0	6
74	0	6
279	0	6
759	0	6
617	0	6
621	0	6
381	0	6
980	0	6
655	0	6
675	0	6
499	0	6
644	0	6
777	0	6
854	0	6
785	0	6
626	0	6
959	0	6
270	0	6
430	0	6
553	0	6
18	0	6
449	0	6
471	0	6
483	0	6
903	0	6
542	0	6
109	0	6
662	0	6
415	0	6
286	0	6
870	0	6
90	0	6
991	0	6
230	0	6
423	0	6
581	0	6
758	0	6
122	0	6
588	0	6
975	0	6
691	0	6
754	0	6
16	0	6
575	0	6
80	0	6
235	0	6
766	0	6
798	0	6
587	0	6
869	0	6
528	0	6
142	0	6
170	0	6
60	0	6
637	0	6
696	0	6
955	0	6
456	0	6
583	0	6
562	0	6
364	0	6
747	0	6
507	0	6
645	0	6
427	0	6
974	0	6
541	0	6
686	0	6
605	0	6
560	0	6
738	0	6
535	0	6
924	0	6
189	0	6
604	0	6
462	0	6
497	0	6
720	0	6
260	0	6
468	0	6
357	0	6
616	0	6
815	0	6
182	0	6
88	0	6
11	0	6
868	0	6
649	0	6
465	0	6
792	0	6
62	0	6
28	0	6
132	0	6
216	0	6
219	0	6
352	0	6
130	0	6
519	0	6
148	0	6
936	0	6
293	0	6
638	0	6
0	0	6
167	0	6
92	0	6
966	0	6
525	0	6
791	0	6
44	0	6
247	0	6
944	0	6
91	0	6
961	0	6
356	0	6
325	0	6
310	0	6
699	0	6
964	0	6
314	0	6
464	0	6
984	0	6
339	0	6
116	0	6
388	0	6
496	0	6
661	0	6
931	0	6
89	0	6
17	0	6
275	0	6
797	0	6
296	0	6
828	0	6
885	0	6
405	0	6
397	0	6
786	0	6
34	0	6
596	0	6
101	0	6
953	0	6
59	0	6
52	0	6
892	0	6
151	0	6
489	0	6
745	0	6
333	0	6
760	0	6
354	0	6
830	0	6
475	0	6
836	0	6
266	0	6
547	0	6
421	0	6
210	0	6
250	0	6
940	0	6
9	0	6
203	0	6
344	0	6
625	0	6
958	0	6
857	0	6
177	0	6
100	0	6
770	0	6
40	0	6
254	0	6
628	0	6
847	0	6
914	0	6
660	0	6
385	0	6
926	0	6
257	0	6
490	0	6
222	0	6
214	0	6
99	0	6
422	0	6
774	0	6
330	0	6
134	0	6
201	0	6
469	0	6
32	0	6
140	0	6
417	0	6
702	0	6
783	0	6
572	0	6
594	0	6
360	0	6
371	0	6
643	0	6
404	0	6
537	0	6
197	0	6
733	0	6
224	0	6
56	0	6
512	0	6
403	0	6
38	0	6
425	0	6
563	0	6
500	0	6
882	0	6
880	0	6
368	0	6
50	0	6
922	0	7
565	0	7
851	0	7
930	0	7
163	0	7
175	0	7
55	0	7
993	0	7
718	0	7
658	0	7
896	0	7
574	0	7
466	0	7
301	0	7
709	0	7
445	0	7
83	0	7
131	0	7
712	0	7
117	0	7
359	0	7
234	0	7
821	0	7
35	0	7
723	0	7
678	0	7
315	0	7
956	0	7
526	0	7
942	0	7
624	0	7
860	0	7
196	0	7
348	0	7
317	0	7
69	0	7
898	0	7
138	0	7
983	0	7
555	0	7
49	0	7
320	0	7
280	0	7
590	0	7
735	0	7
794	0	7
888	0	7
451	0	7
779	0	7
674	0	7
253	0	7
692	0	7
484	0	7
917	0	7
287	0	7
184	0	7
749	0	7
561	0	7
952	0	7
710	0	7
207	0	7
663	0	7
982	0	7
211	0	7
240	0	7
119	0	7
776	0	7
852	0	7
737	0	7
874	0	7
65	0	7
682	0	7
706	0	7
290	0	7
137	0	7
244	0	7
856	0	7
396	0	7
273	0	7
363	0	7
229	0	7
761	0	7
6	0	7
409	0	7
150	0	7
517	0	7
281	0	7
103	0	7
20	0	7
765	0	7
58	0	7
742	0	7
670	0	7
876	0	7
268	0	7
928	0	7
859	0	7
646	0	7
973	0	7
932	0	7
225	0	7
72	0	7
242	0	7
799	0	7
510	0	7
941	0	7
472	0	7
107	0	7
989	0	7
516	0	7
274	0	7
795	0	7
477	0	7
883	0	7
819	0	7
672	0	7
814	0	7
382	0	7
269	0	7
139	0	7
36	0	7
546	0	7
64	0	7
482	0	7
990	0	7
807	0	7
591	0	7
120	0	7
511	0	7
650	0	7
811	0	7
402	0	7
478	0	7
816	0	7
303	0	7
70	0	7
685	0	7
671	0	7
376	0	7
300	0	7
978	0	7
551	0	7
835	0	7
337	0	7
802	0	7
695	0	7
573	0	7
806	0	7
873	0	7
355	0	7
724	0	7
736	0	7
221	0	7
732	0	7
755	0	7
283	0	7
289	0	7
812	0	7
441	0	7
788	0	7
178	0	7
571	0	7
801	0	7
453	0	7
173	0	7
920	0	7
741	0	7
619	0	7
707	0	7
902	0	7
431	0	7
934	0	7
539	0	7
893	0	7
960	0	7
391	0	7
937	0	7
701	0	7
164	0	7
448	0	7
378	0	7
267	0	7
716	0	7
73	0	7
900	0	7
611	0	7
727	0	7
728	0	8
118	0	8
524	0	8
45	0	8
630	0	8
746	0	8
731	0	8
127	0	8
657	0	8
297	0	8
443	0	8
599	0	8
752	0	8
491	0	8
457	0	8
358	0	8
377	0	8
84	0	8
67	0	8
890	0	8
295	0	8
61	0	8
2	0	8
838	0	8
39	0	8
168	0	8
967	0	8
629	0	8
886	0	8
841	0	8
5	0	8
474	0	8
775	0	8
532	0	8
153	0	8
135	0	8
343	0	8
612	0	8
444	0	8
3	0	8
437	0	8
826	0	8
30	0	8
946	0	8
238	0	8
394	0	8
400	0	8
455	0	8
950	0	8
66	0	8
719	0	8
620	0	8
473	0	8
508	0	8
213	0	8
322	0	8
789	0	9
654	0	9
949	0	9
502	0	9
858	0	9
781	0	9
21	0	9
470	0	9
183	0	9
494	0	9
753	0	9
418	0	9
180	0	9
844	0	10
879	0	10
933	0	10
498	0	10
